customer_id,signup_date,plan,channel,age_group,monthly_fee,churned,tenure_months,churn_date,churn_reason,clv,cohort,signup_month
C1129,2023-01-19 16:05:36.280233,Standard,Paid Ads,45-54,599,0,19,,,11381,2023-01,Jan 2023
C1130,2024-01-31 06:27:55.396163,Standard,Organic,25-34,599,0,12,,,7188,2024-01,Jan 2024
C1131,2023-12-07 14:58:20.917431,Premium,Organic,35-44,999,0,13,,,12987,2023-12,Dec 2023
C1132,2024-06-09 12:11:24.570475,Basic,Referral,35-44,299,0,22,,,6578,2024-06,Jun 2024
C1133,2023-07-23 02:22:55.145954,Premium,Organic,35-44,999,1,9,2024-04-18 02:22:55.145954,Lack of features,8991,2023-07,Jul 2023
C1134,2023-06-08 22:15:30.775646,Basic,Organic,18-24,299,1,4,2023-10-06 22:15:30.775646,Poor support,1196,2023-06,Jun 2023
C1135,2023-01-21 11:48:35.429524,Basic,Paid Ads,18-24,299,0,9,,,2691,2023-01,Jan 2023
C1136,2024-06-11 18:50:08.507089,Premium,Referral,55+,999,0,15,,,14985,2024-06,Jun 2024
C1137,2024-06-19 23:33:34.678899,Basic,Email,18-24,299,0,17,,,5083,2024-06,Jun 2024
C1138,2023-02-19 04:20:37.030859,Standard,Referral,45-54,599,1,6,2023-08-18 04:20:37.030859,Price too high,3594,2023-02,Feb 2023
C1139,2023-01-14 04:56:38.832360,Standard,Referral,35-44,599,0,8,,,4792,2023-01,Jan 2023
C1140,2023-03-24 10:10:06.505421,Premium,Organic,35-44,999,1,4,2023-07-22 10:10:06.505421,Poor support,3996,2023-03,Mar 2023
C1141,2023-10-10 18:58:32.927439,Standard,Referral,35-44,599,0,11,,,6589,2023-10,Oct 2023
C1142,2023-10-16 17:03:15.162635,Basic,Paid Ads,35-44,299,0,11,,,3289,2023-10,Oct 2023
C1143,2023-02-17 08:37:37.881567,Standard,Social Media,25-34,599,1,5,2023-07-17 08:37:37.881567,No longer needed,2995,2023-02,Feb 2023
C1144,2023-01-28 07:44:47.239366,Standard,Paid Ads,25-34,599,0,9,,,5391,2023-01,Jan 2023
C1145,2023-10-27 15:21:10.058381,Standard,Organic,25-34,599,0,8,,,4792,2023-10,Oct 2023
C1146,2024-05-19 02:31:19.566305,Standard,Referral,25-34,599,0,10,,,5990,2024-05,May 2024
C1147,2023-08-12 03:15:45.788156,Standard,Social Media,35-44,599,0,15,,,8985,2023-08,Aug 2023
C1148,2023-05-24 10:40:08.006672,Premium,Paid Ads,55+,999,0,21,,,20979,2023-05,May 2023
C1149,2023-06-23 11:59:23.969974,Premium,Organic,45-54,999,0,16,,,15984,2023-06,Jun 2023
C1150,2023-07-12 04:05:00.250208,Basic,Social Media,45-54,299,0,21,,,6279,2023-07,Jul 2023
C1151,2024-06-13 14:33:07.656380,Standard,Organic,35-44,599,0,14,,,8386,2024-06,Jun 2024
C1152,2023-07-22 15:27:10.358632,Basic,Organic,55+,299,0,14,,,4186,2023-07,Jul 2023
C1153,2023-10-29 21:59:53.994995,Premium,Paid Ads,45-54,999,1,2,2023-12-28 21:59:53.994995,No longer needed,1998,2023-10,Oct 2023
C1154,2024-04-11 07:24:22.218515,Standard,Organic,18-24,599,0,8,,,4792,2024-04,Apr 2024
C1155,2023-12-21 17:46:29.324437,Standard,Organic,25-34,599,0,20,,,11980,2023-12,Dec 2023
C1156,2023-10-13 01:37:16.864053,Basic,Paid Ads,25-34,299,0,17,,,5083,2023-10,Oct 2023
C1157,2024-05-21 09:10:03.502919,Standard,Paid Ads,35-44,599,0,11,,,6589,2024-05,May 2024
C1158,2024-05-16 08:56:50.842368,Standard,Paid Ads,25-34,599,1,4,2024-09-13 08:56:50.842368,Price too high,2396,2024-05,May 2024
C1159,2023-05-03 01:00:03.002502,Basic,Paid Ads,45-54,299,0,14,,,4186,2023-05,May 2023
C1160,2024-02-28 01:08:27.422852,Premium,Referral,25-34,999,1,5,2024-07-27 01:08:27.422852,Better competitor,4995,2024-02,Feb 2024
C1161,2024-06-06 07:41:11.059216,Standard,Referral,25-34,599,0,8,,,4792,2024-06,Jun 2024
C1162,2024-05-24 13:40:17.014178,Premium,Organic,35-44,999,0,7,,,6993,2024-05,May 2024
C1163,2023-01-06 00:13:12.660550,Basic,Paid Ads,45-54,299,0,6,,,1794,2023-01,Jan 2023
C1164,2023-02-21 21:55:05.754795,Standard,Paid Ads,18-24,599,1,1,2023-03-23 21:55:05.754795,Poor support,599,2023-02,Feb 2023
C1165,2024-01-19 21:14:15.713094,Standard,Organic,25-34,599,0,21,,,12579,2024-01,Jan 2024
C1166,2023-06-10 07:02:45.137614,Basic,Social Media,35-44,299,0,7,,,2093,2023-06,Jun 2023
C1167,2024-06-24 23:46:47.339449,Basic,Referral,35-44,299,0,6,,,1794,2024-06,Jun 2024
C1168,2023-12-19 00:12:00.600500,Standard,Paid Ads,35-44,599,1,3,2024-03-18 00:12:00.600500,Lack of features,1797,2023-12,Dec 2023
C1169,2023-11-11 05:05:03.252710,Premium,Paid Ads,35-44,999,1,2,2024-01-10 05:05:03.252710,Lack of features,1998,2023-11,Nov 2023
C1170,2023-12-26 17:59:41.984987,Premium,Social Media,35-44,999,0,10,,,9990,2023-12,Dec 2023
C1171,2023-08-30 19:21:22.068390,Standard,Organic,25-34,599,0,10,,,5990,2023-08,Aug 2023
C1172,2024-01-30 19:32:10.608840,Premium,Paid Ads,55+,999,1,5,2024-06-28 19:32:10.608840,Technical issues,4995,2024-01,Jan 2024
C1173,2023-03-18 23:01:09.057547,Standard,Organic,45-54,599,1,3,2023-06-16 23:01:09.057547,Price too high,1797,2023-03,Mar 2023
C1174,2023-04-19 20:03:24.170141,Basic,Paid Ads,25-34,299,1,4,2023-08-17 20:03:24.170141,Price too high,1196,2023-04,Apr 2023
C1175,2023-02-03 05:49:29.474562,Premium,Paid Ads,35-44,999,0,23,,,22977,2023-02,Feb 2023
C1176,2024-05-09 13:00:39.032527,Basic,Email,35-44,299,0,19,,,5681,2024-05,May 2024
C1177,2023-12-13 13:03:03.152627,Basic,Paid Ads,55+,299,0,6,,,1794,2023-12,Dec 2023
C1178,2023-12-03 23:32:22.618849,Premium,Social Media,25-34,999,1,9,2024-08-29 23:32:22.618849,Price too high,8991,2023-12,Dec 2023
C1179,2023-12-08 12:49:50.492076,Premium,Paid Ads,25-34,999,0,23,,,22977,2023-12,Dec 2023
C1180,2023-12-04 10:28:07.406171,Standard,Organic,35-44,599,0,21,,,12579,2023-12,Dec 2023
C1181,2024-01-13 23:09:33.477898,Standard,Referral,25-34,599,0,7,,,4193,2024-01,Jan 2024
C1182,2023-01-22 09:40:05.004170,Basic,Social Media,35-44,299,0,19,,,5681,2023-01,Jan 2023
C1183,2023-12-13 23:58:47.939949,Standard,Referral,25-34,599,0,7,,,4193,2023-12,Dec 2023
C1184,2023-09-27 03:06:09.307756,Premium,Organic,45-54,999,1,1,2023-10-27 03:06:09.307756,Technical issues,999,2023-09,Sep 2023
C1185,2024-01-03 11:47:23.369474,Standard,Social Media,35-44,599,0,19,,,11381,2024-01,Jan 2024
C1186,2024-05-08 04:13:24.670558,Standard,Organic,25-34,599,1,10,2025-03-04 04:13:24.670558,Price too high,5990,2024-05,May 2024
C1187,2023-08-18 23:11:57.597998,Premium,Organic,25-34,999,0,12,,,11988,2023-08,Aug 2023
C1188,2024-04-20 09:59:17.964970,Basic,Paid Ads,35-44,299,0,18,,,5382,2024-04,Apr 2024
C1189,2023-10-24 21:46:41.334445,Premium,Organic,25-34,999,0,6,,,5994,2023-10,Oct 2023
C1190,2023-03-29 10:23:19.165971,Standard,Referral,18-24,599,0,17,,,10183,2023-03,Mar 2023
C1191,2023-04-22 02:42:08.106755,Basic,Referral,25-34,299,1,6,2023-10-19 02:42:08.106755,Lack of features,1794,2023-04,Apr 2023
C1192,2023-01-27 20:49:02.452043,Standard,Referral,25-34,599,0,23,,,13777,2023-01,Jan 2023
C1193,2023-03-22 03:31:22.568807,Standard,Paid Ads,25-34,599,0,6,,,3594,2023-03,Mar 2023
C1194,2023-07-24 11:10:09.507923,Basic,Social Media,25-34,299,0,13,,,3887,2023-07,Jul 2023
C1195,2023-01-26 01:06:03.302752,Premium,Referral,25-34,999,0,17,,,16983,2023-01,Jan 2023
C1196,2024-02-23 11:50:59.549624,Premium,Referral,35-44,999,0,14,,,13986,2024-02,Feb 2024
C1197,2024-05-12 06:35:07.756463,Premium,Paid Ads,35-44,999,0,6,,,5994,2024-05,May 2024
C1198,2024-06-26 19:29:46.488740,Standard,Social Media,18-24,599,0,23,,,13777,2024-06,Jun 2024
C1199,2024-04-27 05:55:29.774812,Basic,Paid Ads,25-34,299,0,12,,,3588,2024-04,Apr 2024
C1200,2023-10-19 21:33:28.673894,Premium,Paid Ads,25-34,999,1,10,2024-08-14 21:33:28.673894,No longer needed,9990,2023-10,Oct 2023
